contig	length	type
VIRSorter_utg002046l_segment0_LN:i:31807_RC:i:606_XC:f:0_968750	31807	l
VIRSorter_utg002047l_segment0_LN:i:11047_RC:i:276_XC:f:1_000000	11047	l
VIRSorter_utg002050l_segment0_LN:i:14521_RC:i:463_XC:f:0_966667	14521	l
VIRSorter_utg002051l_segment0_LN:i:14735_RC:i:761_XC:f:1_000000	14735	l
VIRSorter_utg002052l_segment0_LN:i:13335_RC:i:266_XC:f:1_000000	13335	l
VIRSorter_utg002053l_segment0_LN:i:13899_RC:i:281_XC:f:0_964286	13899	l
VIRSorter_utg002057l_segment0_LN:i:19956_RC:i:449_XC:f:1_000000	19956	l
VIRSorter_utg002059l_segment0_LN:i:13811_RC:i:207_XC:f:0_964286	13811	l
VIRSorter_utg002063l_segment0_LN:i:14677_RC:i:318_XC:f:0_966667	14677	l
VIRSorter_utg002065l_segment0_LN:i:30149_RC:i:411_XC:f:0_901639	30149	l
VIRSorter_utg002066l_segment0_LN:i:10168_RC:i:183_XC:f:0_952381	10168	l
VIRSorter_utg002069l_segment0_LN:i:11411_RC:i:464_XC:f:1_000000	11411	l
VIRSorter_utg002070l_segment0_LN:i:42819_RC:i:1508_XC:f:1_000000	42819	l
VIRSorter_utg002073l_segment0_LN:i:14880_RC:i:304_XC:f:0_900000	14880	l
VIRSorter_utg002075l_segment0_LN:i:66197_RC:i:1708_XC:f:0_947368	66197	l
VIRSorter_utg002077l_segment0_LN:i:30980_RC:i:554_XC:f:0_935484	30980	l
VIRSorter_utg002078l_segment0_LN:i:14900_RC:i:783_XC:f:1_000000	14900	l
VIRSorter_utg002080l_segment0_LN:i:33723_RC:i:636_XC:f:0_985294	33723	l
VIRSorter_utg002083l_segment0_LN:i:14144_RC:i:376_XC:f:0_965517	14144	l
VIRSorter_utg002085l_segment0_LN:i:42214_RC:i:1400_XC:f:1_000000	42214	l
VIRSorter_utg002087l_segment0_LN:i:16254_RC:i:1759_XC:f:0_969697	16254	l
VIRSorter_utg002090l_segment0_LN:i:13837_RC:i:248_XC:f:0_964286	13837	l
VIRSorter_utg002091l_segment0_LN:i:24531_RC:i:1596_XC:f:0_980000	24531	l
VIRSorter_utg002093l_segment0_LN:i:11216_RC:i:312_XC:f:1_000000	11216	l
VIRSorter_utg002094l_segment0_LN:i:17480_RC:i:259_XC:f:0_942857	17480	l
VIRSorter_utg002095l_segment0_LN:i:15516_RC:i:352_XC:f:0_968750	15516	l
VIRSorter_utg002103l_segment0_LN:i:16158_RC:i:239_XC:f:0_757576	16158	l
VIRSorter_utg002104l_segment0_LN:i:14433_RC:i:1396_XC:f:1_000000	14433	l
VIRSorter_utg002106l_segment0_LN:i:15200_RC:i:434_XC:f:0_903226	15200	l
VIRSorter_utg002107l_segment0_LN:i:12912_RC:i:2407_XC:f:0_961538	12912	l
VIRSorter_utg002111l_segment0_LN:i:13111_RC:i:294_XC:f:1_000000	13111	l
VIRSorter_utg002118l_segment0_LN:i:23442_RC:i:621_XC:f:0_957447	23442	l
VIRSorter_utg002120l_segment0_LN:i:33460_RC:i:3830_XC:f:1_000000	33460	l
VIRSorter_utg002121l_segment0_LN:i:27128_RC:i:988_XC:f:0_981818	27128	l
VIRSorter_utg002122l_segment0_LN:i:12868_RC:i:415_XC:f:0_961538	12868	l
VIRSorter_utg002123l_segment0_LN:i:34718_RC:i:2574_XC:f:1_000000	34718	l
VIRSorter_utg002125l_segment0_LN:i:10860_RC:i:86_XC:f:0_818182	10860	l
VIRSorter_utg002126l_segment0_LN:i:18363_RC:i:1730_XC:f:0_972973	18363	l
VIRSorter_utg002128l_segment0_LN:i:15289_RC:i:593_XC:f:0_967742	15289	l
VIRSorter_utg002129l_segment0_LN:i:17038_RC:i:3936_XC:f:1_000000	17038	l
VIRSorter_utg002131l_segment0_LN:i:17283_RC:i:378_XC:f:1_000000	17283	l
VIRSorter_utg002132l_segment0_LN:i:16556_RC:i:835_XC:f:1_000000	16556	l
VIRSorter_utg002135l_segment0_LN:i:14739_RC:i:177_XC:f:0_900000	14739	l
VIRSorter_utg002139l_segment0_LN:i:16390_RC:i:2635_XC:f:1_000000	16390	l
VIRSorter_utg002144l_segment0_LN:i:18824_RC:i:254_XC:f:0_894737	18824	l
VIRSorter_utg002152l_segment0_LN:i:10548_RC:i:137_XC:f:0_681818	10548	l
VIRSorter_utg002153l_segment0_LN:i:25768_RC:i:482_XC:f:0_942308	25768	l
VIRSorter_utg002154l_segment0_LN:i:19314_RC:i:2119_XC:f:0_974359	19314	l
VIRSorter_utg002159l_segment0_LN:i:12163_RC:i:149_XC:f:0_880000	12163	l
VIRSorter_utg002162l_segment0_LN:i:19248_RC:i:221_XC:f:0_948718	19248	l
VIRSorter_utg002163l_segment0_LN:i:15773_RC:i:762_XC:f:1_000000	15773	l
VIRSorter_utg002164l_segment0_LN:i:14156_RC:i:225_XC:f:1_000000	14156	l
VIRSorter_utg002167l_segment0_LN:i:15259_RC:i:976_XC:f:1_000000	15259	l
VIRSorter_utg002168l_segment0_LN:i:13451_RC:i:466_XC:f:0_962963	13451	l
VIRSorter_utg002173l_segment0_LN:i:10032_RC:i:335_XC:f:0_952381	10032	l
VIRSorter_utg002176l_segment0_LN:i:14176_RC:i:307_XC:f:0_965517	14176	l
VIRSorter_utg002179l_segment0_LN:i:11301_RC:i:438_XC:f:0_956522	11301	l
VIRSorter_utg002182l_segment0_LN:i:15674_RC:i:284_XC:f:1_000000	15674	l
VIRSorter_utg002188l_segment0_LN:i:10762_RC:i:177_XC:f:0_772727	10762	l
VIRSorter_utg002192l_segment0_LN:i:14726_RC:i:502_XC:f:0_966667	14726	l
VIRSorter_utg002194l_segment0_LN:i:11276_RC:i:882_XC:f:1_000000	11276	l
VIRSorter_utg002200l_segment0_LN:i:15055_RC:i:5976_XC:f:1_000000	15055	l
VIRSorter_utg002201l_segment0_LN:i:22239_RC:i:199_XC:f:0_800000	22239	l
VIRSorter_utg002206l_segment0_LN:i:16656_RC:i:286_XC:f:0_911765	16656	l
VIRSorter_utg002208l_segment0_LN:i:31772_RC:i:451_XC:f:0_953125	31772	l
VIRSorter_utg002216l_segment0_LN:i:18830_RC:i:932_XC:f:1_000000	18830	l
VIRSorter_utg002217l_segment0_LN:i:40065_RC:i:1370_XC:f:1_000000	40065	l
VIRSorter_utg002223l_segment0_LN:i:16436_RC:i:1768_XC:f:0_969697	16436	l
VIRSorter_utg002225l_segment0_LN:i:12940_RC:i:530_XC:f:1_000000	12940	l
VIRSorter_utg002233l_segment0_LN:i:10319_RC:i:948_XC:f:1_000000	10319	l
VIRSorter_utg002237l_segment0_LN:i:13641_RC:i:2496_XC:f:1_000000	13641	l
VIRSorter_utg002239l_segment0_LN:i:14724_RC:i:304_XC:f:0_933333	14724	l
VIRSorter_utg002241l_segment0_LN:i:13027_RC:i:529_XC:f:1_000000	13027	l
VIRSorter_utg002246l_segment0_LN:i:13369_RC:i:3327_XC:f:1_000000	13369	l
VIRSorter_utg002251l_segment0_LN:i:11145_RC:i:1156_XC:f:1_000000	11145	l
VIRSorter_utg002253l_segment0_LN:i:10543_RC:i:604_XC:f:0_954545	10543	l
VIRSorter_utg002256l_segment0_LN:i:12367_RC:i:169_XC:f:0_880000	12367	l
VIRSorter_utg002258l_segment0_LN:i:10174_RC:i:333_XC:f:0_904762	10174	l
VIRSorter_utg002262l_segment0_LN:i:37066_RC:i:2910_XC:f:0_986667	37066	l
VIRSorter_utg002263l_segment0_LN:i:27993_RC:i:355_XC:f:0_982143	27993	l
VIRSorter_utg002265l_segment0_LN:i:14272_RC:i:577_XC:f:1_000000	14272	l
VIRSorter_utg002267l_segment0_LN:i:14132_RC:i:1147_XC:f:1_000000	14132	l
VIRSorter_utg002270l_segment0_LN:i:15984_RC:i:263_XC:f:0_906250	15984	l
VIRSorter_utg002272l_segment0_LN:i:15519_RC:i:421_XC:f:0_843750	15519	l
VIRSorter_utg002275l_segment0_LN:i:12532_RC:i:105_XC:f:0_884615	12532	l
VIRSorter_utg002279l_segment0_LN:i:11612_RC:i:192_XC:f:0_958333	11612	l
VIRSorter_utg002282l_segment0_LN:i:17627_RC:i:246_XC:f:0_916667	17627	l
VIRSorter_utg002285l_segment0_LN:i:21006_RC:i:836_XC:f:0_976744	21006	l
VIRSorter_utg002287l_segment0_LN:i:17131_RC:i:2337_XC:f:1_000000	17131	l
VIRSorter_utg002291l_segment0_LN:i:12421_RC:i:366_XC:f:0_960000	12421	l
VIRSorter_utg002295l_segment0_LN:i:11513_RC:i:160_XC:f:0_916667	11513	l
VIRSorter_utg002296l_segment0_LN:i:11253_RC:i:279_XC:f:1_000000	11253	l
VIRSorter_utg002307l_segment0_LN:i:17131_RC:i:1113_XC:f:0_885714	17131	l
VIRSorter_utg002309l_segment0_LN:i:15929_RC:i:2845_XC:f:1_000000	15929	l
VIRSorter_utg002316l_segment0_LN:i:15540_RC:i:1293_XC:f:0_968750	15540	l
VIRSorter_utg002317l_segment0_LN:i:29881_RC:i:578_XC:f:0_933333	29881	l
VIRSorter_utg002322l_segment0_LN:i:14798_RC:i:1123_XC:f:1_000000	14798	l
VIRSorter_utg002324l_segment0_LN:i:15214_RC:i:317_XC:f:0_967742	15214	l
VIRSorter_utg002326l_segment0_LN:i:11930_RC:i:295_XC:f:1_000000	11930	l
VIRSorter_utg002327l_segment0_LN:i:21112_RC:i:2271_XC:f:0_976744	21112	l
VIRSorter_utg002328l_segment0_LN:i:17181_RC:i:276_XC:f:0_857143	17181	l
VIRSorter_utg002329l_segment0_LN:i:21621_RC:i:738_XC:f:1_000000	21621	l
VIRSorter_utg002330l_segment0_LN:i:42528_RC:i:1434_XC:f:0_918605	42528	l
VIRSorter_utg002333l_segment0_LN:i:10287_RC:i:216_XC:f:1_000000	10287	l
VIRSorter_utg002335l_segment0_LN:i:33079_RC:i:605_XC:f:0_820896	33079	l
VIRSorter_utg002337l_segment0_LN:i:21020_RC:i:582_XC:f:1_000000	21020	l
VIRSorter_utg002342l_segment0_LN:i:12226_RC:i:288_XC:f:1_000000	12226	l
VIRSorter_utg002343l_segment0_LN:i:10061_RC:i:333_XC:f:0_952381	10061	l
VIRSorter_utg002344l_segment0_LN:i:19954_RC:i:501_XC:f:1_000000	19954	l
VIRSorter_utg002345l_segment0_LN:i:19321_RC:i:3834_XC:f:1_000000	19321	l
VIRSorter_utg002348l_segment0_LN:i:39366_RC:i:439_XC:f:0_835443	39366	l
VIRSorter_utg002358l_segment0_LN:i:17368_RC:i:565_XC:f:0_971429	17368	l
VIRSorter_utg002362l_segment0_LN:i:16678_RC:i:286_XC:f:0_911765	16678	l
VIRSorter_utg002364l_segment0_LN:i:16080_RC:i:416_XC:f:0_878788	16080	l
VIRSorter_utg002370l_segment0_LN:i:15555_RC:i:5641_XC:f:1_000000	15555	l
VIRSorter_utg002371l_segment0_LN:i:19052_RC:i:294_XC:f:0_974359	19052	l
VIRSorter_utg002372l_segment0_LN:i:16590_RC:i:246_XC:f:0_882353	16590	l
VIRSorter_utg002375l_segment0_LN:i:14100_RC:i:388_XC:f:0_931034	14100	l
VIRSorter_utg002383l_segment0_LN:i:16717_RC:i:2201_XC:f:1_000000	16717	l
VIRSorter_utg002389l_segment0_LN:i:13045_RC:i:3325_XC:f:1_000000	13045	l
VIRSorter_utg002391l_segment0_LN:i:16051_RC:i:206_XC:f:0_818182	16051	l
VIRSorter_utg002397l_segment0_LN:i:10532_RC:i:81_XC:f:0_772727	10532	l
VIRSorter_utg002399l_segment0_LN:i:17131_RC:i:1383_XC:f:0_971429	17131	l
VIRSorter_utg002406l_segment0_LN:i:17983_RC:i:1478_XC:f:1_000000	17983	l
VIRSorter_utg002407l_segment0_LN:i:13688_RC:i:1814_XC:f:1_000000	13688	l
VIRSorter_utg002409l_segment0_LN:i:22367_RC:i:203_XC:f:0_800000	22367	l
VIRSorter_utg002412l_segment0_LN:i:12506_RC:i:1610_XC:f:0_961538	12506	l
VIRSorter_utg002415l_segment0_LN:i:15151_RC:i:524_XC:f:1_000000	15151	l
VIRSorter_utg002416l_segment0_LN:i:12518_RC:i:951_XC:f:1_000000	12518	l
VIRSorter_utg002420l_segment0_LN:i:14698_RC:i:278_XC:f:1_000000	14698	l
VIRSorter_utg002423l_segment0_LN:i:14619_RC:i:674_XC:f:0_966667	14619	l
VIRSorter_utg002424l_segment0_LN:i:12504_RC:i:113_XC:f:0_807692	12504	l
VIRSorter_utg002428l_segment0_LN:i:11268_RC:i:283_XC:f:0_956522	11268	l
VIRSorter_utg002429l_segment0_LN:i:12911_RC:i:698_XC:f:0_961538	12911	l
VIRSorter_utg002437l_segment0_LN:i:12827_RC:i:450_XC:f:0_884615	12827	l
VIRSorter_utg002442l_segment0_LN:i:38155_RC:i:1340_XC:f:0_948052	38155	l
VIRSorter_utg002447l_segment0_LN:i:20825_RC:i:2482_XC:f:1_000000	20825	l
VIRSorter_utg002449l_segment0_LN:i:22360_RC:i:382_XC:f:0_977778	22360	l
VIRSorter_utg002451l_segment0_LN:i:17022_RC:i:1196_XC:f:1_000000	17022	l
VIRSorter_utg002452l_segment0_LN:i:11840_RC:i:1042_XC:f:1_000000	11840	l
VIRSorter_utg002453l_segment0_LN:i:11722_RC:i:258_XC:f:0_958333	11722	l
VIRSorter_utg002454l_segment0_LN:i:15849_RC:i:640_XC:f:1_000000	15849	l
VIRSorter_utg002456l_segment0_LN:i:17308_RC:i:710_XC:f:1_000000	17308	l
VIRSorter_utg002458l_segment0_LN:i:25416_RC:i:1202_XC:f:0_960784	25416	l
VIRSorter_utg002460l_segment0_LN:i:29040_RC:i:510_XC:f:0_983051	29040	l
VIRSorter_utg002461l_segment0_LN:i:27358_RC:i:545_XC:f:0_890909	27358	l
VIRSorter_utg002462l_segment0_LN:i:11028_RC:i:172_XC:f:0_869565	11028	l
VIRSorter_utg002464l_segment0_LN:i:19718_RC:i:241_XC:f:0_975000	19718	l
VIRSorter_utg002465l_segment0_LN:i:10182_RC:i:213_XC:f:1_000000	10182	l
VIRSorter_utg002467l_segment0_LN:i:27399_RC:i:1151_XC:f:0_927273	27399	l
VIRSorter_utg002475l_segment0_LN:i:13465_RC:i:438_XC:f:1_000000	13465	l
VIRSorter_utg002476l_segment0_LN:i:14467_RC:i:474_XC:f:1_000000	14467	l
VIRSorter_utg002477l_segment0_LN:i:11660_RC:i:112_XC:f:0_916667	11660	l
VIRSorter_utg002478l_segment0_LN:i:17076_RC:i:706_XC:f:1_000000	17076	l
VIRSorter_utg002483l_segment0_LN:i:13939_RC:i:753_XC:f:0_892857	13939	l
VIRSorter_utg002485l_segment0_LN:i:13565_RC:i:182_XC:f:0_892857	13565	l
VIRSorter_utg002487l_segment0_LN:i:30760_RC:i:3953_XC:f:1_000000	30760	l
VIRSorter_utg002488l_segment0_LN:i:13863_RC:i:375_XC:f:1_000000	13863	l
VIRSorter_utg002489l_segment0_LN:i:17802_RC:i:274_XC:f:0_944444	17802	l
VIRSorter_utg002498l_segment0_LN:i:21872_RC:i:506_XC:f:0_931818	21872	l
VIRSorter_utg002499l_segment0_LN:i:35287_RC:i:6096_XC:f:1_000000	35287	l
VIRSorter_utg002505l_segment0_LN:i:11521_RC:i:186_XC:f:0_958333	11521	l
VIRSorter_utg002515l_segment0_LN:i:17539_RC:i:119_XC:f:0_694444	17539	l
VIRSorter_utg002517l_segment0_LN:i:18795_RC:i:267_XC:f:0_815789	18795	l
VIRSorter_utg002518l_segment0_LN:i:17672_RC:i:590_XC:f:0_944444	17672	l
VIRSorter_utg002520l_segment0_LN:i:22115_RC:i:248_XC:f:0_933333	22115	l
VIRSorter_utg002521l_segment0_LN:i:20528_RC:i:1242_XC:f:0_976190	20528	l
VIRSorter_utg002525l_segment0_LN:i:12777_RC:i:274_XC:f:0_961538	12777	l
VIRSorter_utg002526l_segment0_LN:i:22493_RC:i:2881_XC:f:1_000000	22493	l
VIRSorter_utg002529l_segment0_LN:i:16618_RC:i:309_XC:f:0_970588	16618	l
VIRSorter_utg002531l_segment0_LN:i:22975_RC:i:577_XC:f:0_978261	22975	l
VIRSorter_utg002538l_segment0_LN:i:11965_RC:i:306_XC:f:1_000000	11965	l
VIRSorter_utg002551l_segment0_LN:i:12990_RC:i:149_XC:f:0_923077	12990	l
VIRSorter_utg002557l_segment0_LN:i:11508_RC:i:434_XC:f:0_958333	11508	l
VIRSorter_utg002559l_segment0_LN:i:10670_RC:i:2475_XC:f:1_000000	10670	l
VIRSorter_utg002562l_segment0_LN:i:14927_RC:i:743_XC:f:1_000000	14927	l
VIRSorter_utg002563l_segment0_LN:i:15444_RC:i:422_XC:f:0_967742	15444	l
VIRSorter_utg002564l_segment0_LN:i:10415_RC:i:241_XC:f:0_904762	10415	l
VIRSorter_utg002568l_segment0_LN:i:14863_RC:i:398_XC:f:0_800000	14863	l
VIRSorter_utg002577l_segment0_LN:i:24426_RC:i:293_XC:f:0_918367	24426	l
VIRSorter_utg002584l_segment0_LN:i:10687_RC:i:1060_XC:f:0_954545	10687	l
VIRSorter_utg002585l_segment0_LN:i:19708_RC:i:535_XC:f:1_000000	19708	l
VIRSorter_utg002588l_segment0_LN:i:23803_RC:i:406_XC:f:0_958333	23803	l
VIRSorter_utg002590l_segment0_LN:i:13609_RC:i:161_XC:f:0_964286	13609	l
VIRSorter_utg002593l_segment0_LN:i:10975_RC:i:177_XC:f:0_954545	10975	l
VIRSorter_utg002595l_segment0_LN:i:10059_RC:i:147_XC:f:0_809524	10059	l
VIRSorter_utg002598l_segment0_LN:i:14144_RC:i:178_XC:f:0_965517	14144	l
VIRSorter_utg002603l_segment0_LN:i:10380_RC:i:238_XC:f:0_904762	10380	l
VIRSorter_utg002605l_segment0_LN:i:17418_RC:i:1014_XC:f:0_971429	17418	l
VIRSorter_utg002609l_segment0_LN:i:10756_RC:i:432_XC:f:0_954545	10756	l
VIRSorter_utg002612l_segment0_LN:i:20161_RC:i:340_XC:f:0_902439	20161	l
VIRSorter_utg002620l_segment0_LN:i:18973_RC:i:598_XC:f:1_000000	18973	l
VIRSorter_utg002621l_segment0_LN:i:16712_RC:i:261_XC:f:0_941176	16712	l
VIRSorter_utg002624l_segment0_LN:i:15558_RC:i:487_XC:f:0_875000	15558	l
VIRSorter_utg002630l_segment0_LN:i:12671_RC:i:252_XC:f:0_884615	12671	l
VIRSorter_utg002632l_segment0_LN:i:12491_RC:i:498_XC:f:1_000000	12491	l
VIRSorter_utg002633l_segment0_LN:i:13353_RC:i:189_XC:f:0_888889	13353	l
VIRSorter_utg002634l_segment0_LN:i:39619_RC:i:580_XC:f:0_800000	39619	l
VIRSorter_utg002636l_segment0_LN:i:13923_RC:i:765_XC:f:1_000000	13923	l
VIRSorter_utg002639l_segment0_LN:i:12158_RC:i:328_XC:f:1_000000	12158	l
VIRSorter_utg002641l_segment0_LN:i:16964_RC:i:685_XC:f:0_941176	16964	l
VIRSorter_utg002643l_segment0_LN:i:27894_RC:i:1140_XC:f:1_000000	27894	l
VIRSorter_utg002648l_segment0_LN:i:23224_RC:i:1351_XC:f:0_936170	23224	l
VIRSorter_utg002650l_segment0_LN:i:21055_RC:i:540_XC:f:0_953488	21055	l
VIRSorter_utg002652l_segment0_LN:i:30587_RC:i:2340_XC:f:1_000000	30587	l
VIRSorter_utg002654l_segment0_LN:i:13510_RC:i:259_XC:f:0_964286	13510	l
VIRSorter_utg002656l_segment0_LN:i:18926_RC:i:554_XC:f:1_000000	18926	l
VIRSorter_utg002676l_segment0_LN:i:14773_RC:i:304_XC:f:0_933333	14773	l
VIRSorter_utg002679l_segment0_LN:i:18410_RC:i:288_XC:f:0_972973	18410	l
VIRSorter_utg002687l_segment0_LN:i:10737_RC:i:102_XC:f:0_954545	10737	l
VIRSorter_utg002692l_segment0_LN:i:14915_RC:i:951_XC:f:1_000000	14915	l
VIRSorter_utg002698l_segment0_LN:i:16050_RC:i:252_XC:f:0_969697	16050	l
VIRSorter_utg002701l_segment0_LN:i:37207_RC:i:661_XC:f:0_933333	37207	l
VIRSorter_utg002703l_segment0_LN:i:37879_RC:i:1300_XC:f:1_000000	37879	l
VIRSorter_utg002712l_segment0_LN:i:18255_RC:i:417_XC:f:1_000000	18255	l
VIRSorter_utg002715l_segment0_LN:i:17791_RC:i:1570_XC:f:0_916667	17791	l
VIRSorter_utg002717l_segment0_LN:i:15172_RC:i:233_XC:f:0_838710	15172	l
VIRSorter_utg002720l_segment0_LN:i:23827_RC:i:743_XC:f:1_000000	23827	l
VIRSorter_utg002723l_segment0_LN:i:11757_RC:i:366_XC:f:1_000000	11757	l
VIRSorter_utg002728l_segment0_LN:i:14496_RC:i:920_XC:f:0_933333	14496	l
VIRSorter_utg002733l_segment0_LN:i:11018_RC:i:87_XC:f:0_695652	11018	l
VIRSorter_utg002750l_segment0_LN:i:13282_RC:i:241_XC:f:0_851852	13282	l
VIRSorter_utg002757l_segment0_LN:i:15489_RC:i:792_XC:f:1_000000	15489	l
VIRSorter_utg002758l_segment0_LN:i:19897_RC:i:2641_XC:f:1_000000	19897	l
VIRSorter_utg002773l_segment0_LN:i:18603_RC:i:494_XC:f:0_947368	18603	l
VIRSorter_utg002775l_segment0_LN:i:12441_RC:i:106_XC:f:0_680000	12441	l
VIRSorter_utg002778l_segment0_LN:i:10741_RC:i:143_XC:f:0_909091	10741	l
VIRSorter_utg002779l_segment0_LN:i:11144_RC:i:2777_XC:f:1_000000	11144	l
VIRSorter_utg002780l_segment0_LN:i:12867_RC:i:328_XC:f:1_000000	12867	l
VIRSorter_utg002786l_segment0_LN:i:16368_RC:i:568_XC:f:1_000000	16368	l
VIRSorter_utg002787l_segment0_LN:i:21299_RC:i:2975_XC:f:1_000000	21299	l
VIRSorter_utg002789l_segment0_LN:i:14609_RC:i:2195_XC:f:1_000000	14609	l
VIRSorter_utg002792l_segment0_LN:i:12259_RC:i:131_XC:f:0_720000	12259	l
VIRSorter_utg002794l_segment0_LN:i:20319_RC:i:660_XC:f:0_926829	20319	l
VIRSorter_utg002796l_segment0_LN:i:13497_RC:i:614_XC:f:1_000000	13497	l
VIRSorter_utg002802l_segment0_LN:i:13435_RC:i:372_XC:f:1_000000	13435	l
VIRSorter_utg002807l_segment0_LN:i:21978_RC:i:928_XC:f:0_931818	21978	l
VIRSorter_utg002813l_segment0_LN:i:12690_RC:i:168_XC:f:0_923077	12690	l
VIRSorter_utg002815l_segment0_LN:i:14051_RC:i:265_XC:f:0_931034	14051	l
VIRSorter_utg002816l_segment0_LN:i:18741_RC:i:300_XC:f:0_973684	18741	l
VIRSorter_utg002818l_segment0_LN:i:19185_RC:i:318_XC:f:0_974359	19185	l
VIRSorter_utg002827l_segment0_LN:i:21710_RC:i:198_XC:f:0_750000	21710	l
VIRSorter_utg002830l_segment0_LN:i:21566_RC:i:139_XC:f:0_727273	21566	l
VIRSorter_utg002835l_segment0_LN:i:14382_RC:i:110_XC:f:0_758621	14382	l
VIRSorter_utg002837l_segment0_LN:i:11292_RC:i:87_XC:f:0_652174	11292	l
VIRSorter_utg002840l_segment0_LN:i:12911_RC:i:161_XC:f:0_884615	12911	l
VIRSorter_utg002851l_segment0_LN:i:18517_RC:i:102_XC:f:0_552632	18517	l
VIRSorter_utg002854l_segment0_LN:i:15793_RC:i:209_XC:f:0_843750	15793	l
VIRSorter_utg002856l_segment0_LN:i:20767_RC:i:181_XC:f:0_714286	20767	l
VIRSorter_utg002859l_segment0_LN:i:13470_RC:i:119_XC:f:0_851852	13470	l
VIRSorter_utg002860l_segment0_LN:i:20227_RC:i:289_XC:f:0_853659	20227	l
VIRSorter_utg002861l_segment0_LN:i:15954_RC:i:407_XC:f:1_000000	15954	l
VIRSorter_utg002863l_segment0_LN:i:12169_RC:i:110_XC:f:0_680000	12169	l
VIRSorter_utg002865l_segment0_LN:i:18751_RC:i:526_XC:f:1_000000	18751	l
VIRSorter_utg002872l_segment0_LN:i:11396_RC:i:100_XC:f:0_739130	11396	l
VIRSorter_utg002873l_segment0_LN:i:13744_RC:i:107_XC:f:0_785714	13744	l
VIRSorter_utg002876l_segment0_LN:i:14088_RC:i:333_XC:f:0_965517	14088	l
VIRSorter_utg002884l_segment0_LN:i:10035_RC:i:128_XC:f:0_809524	10035	l
VIRSorter_utg002887l_segment0_LN:i:11092_RC:i:163_XC:f:0_826087	11092	l
VIRSorter_utg002889l_segment0_LN:i:10209_RC:i:72_XC:f:0_761905	10209	l
VIRSorter_utg002894l_segment0_LN:i:12750_RC:i:150_XC:f:0_846154	12750	l
VIRSorter_utg002898l_segment0_LN:i:19466_RC:i:385_XC:f:0_974359	19466	l
VIRSorter_utg002899l_segment0_LN:i:11814_RC:i:177_XC:f:0_875000	11814	l
VIRSorter_utg002905l_segment0_LN:i:13406_RC:i:145_XC:f:0_851852	13406	l
VIRSorter_utg002912l_segment0_LN:i:11186_RC:i:192_XC:f:0_913043	11186	l
VIRSorter_utg002913l_segment0_LN:i:16339_RC:i:190_XC:f:0_909091	16339	l
VIRSorter_utg002925l_segment0_LN:i:17114_RC:i:520_XC:f:0_971429	17114	l
VIRSorter_utg002929l_segment0_LN:i:10181_RC:i:105_XC:f:0_619048	10181	l
VIRSorter_utg002931l_segment0_LN:i:20370_RC:i:331_XC:f:0_951220	20370	l
VIRSorter_utg002935l_segment0_LN:i:16263_RC:i:139_XC:f:0_878788	16263	l
VIRSorter_utg002937l_segment0_LN:i:11983_RC:i:231_XC:f:0_958333	11983	l
VIRSorter_utg002946l_segment0_LN:i:10702_RC:i:147_XC:f:0_818182	10702	l
VIRSorter_utg002947l_segment0_LN:i:12107_RC:i:101_XC:f:0_720000	12107	l
VIRSorter_utg002948l_segment0_LN:i:12070_RC:i:117_XC:f:0_880000	12070	l
VIRSorter_utg002954l_segment0_LN:i:10325_RC:i:139_XC:f:0_809524	10325	l
VIRSorter_utg002956l_segment0_LN:i:16373_RC:i:574_XC:f:1_000000	16373	l
VIRSorter_utg002958l_segment0_LN:i:10739_RC:i:290_XC:f:1_000000	10739	l
VIRSorter_utg002961l_segment0_LN:i:13835_RC:i:443_XC:f:1_000000	13835	l
VIRSorter_utg002966l_segment0_LN:i:15490_RC:i:267_XC:f:0_903226	15490	l
VIRSorter_utg002973l_segment0_LN:i:16418_RC:i:192_XC:f:0_909091	16418	l
VIRSorter_utg002974l_segment0_LN:i:12647_RC:i:191_XC:f:0_807692	12647	l
VIRSorter_utg002978l_segment0_LN:i:13662_RC:i:137_XC:f:0_857143	13662	l
VIRSorter_utg002980l_segment0_LN:i:14248_RC:i:3154_XC:f:1_000000	14248	l
VIRSorter_utg002983l_segment0_LN:i:13118_RC:i:149_XC:f:0_814815	13118	l
VIRSorter_utg002986l_segment0_LN:i:10526_RC:i:79_XC:f:0_727273	10526	l
VIRSorter_utg003001l_segment0_LN:i:13202_RC:i:693_XC:f:0_925926	13202	l
VIRSorter_utg003002l_segment0_LN:i:17806_RC:i:569_XC:f:0_972222	17806	l
VIRSorter_utg003004l_segment0_LN:i:11874_RC:i:104_XC:f:0_791667	11874	l
VIRSorter_utg003006l_segment0_LN:i:11040_RC:i:64_XC:f:0_826087	11040	l
VIRSorter_utg003010l_segment0_LN:i:13707_RC:i:189_XC:f:0_857143	13707	l
VIRSorter_utg003011l_segment0_LN:i:12575_RC:i:425_XC:f:0_961538	12575	l
VIRSorter_utg003013l_segment0_LN:i:13024_RC:i:830_XC:f:0_962963	13024	l
VIRSorter_utg003023l_segment0_LN:i:10074_RC:i:371_XC:f:1_000000	10074	l
VIRSorter_utg003027l_segment0_LN:i:14503_RC:i:186_XC:f:0_833333	14503	l
VIRSorter_utg003033l_segment0_LN:i:12409_RC:i:333_XC:f:0_960000	12409	l
VIRSorter_utg003035l_segment0_LN:i:13040_RC:i:239_XC:f:0_925926	13040	l
